,loss,val_loss
0,0.08107252418994904,0.365616112947464
1,0.021458931267261505,0.12708662450313568
2,0.007956787012517452,0.007542341481894255
3,0.003838328178972006,0.006525143049657345
4,0.0028872480615973473,0.0016939864726737142
5,0.0026205272879451513,0.0021732451859861612
6,0.002335818251594901,0.007982641458511353
7,0.002128967782482505,0.0035799338947981596
8,0.0019996354822069407,0.002488700207322836
9,0.0020172428339719772,0.0037234164774417877
10,0.002002085791900754,0.0013128158170729876
11,0.0020433375611901283,0.001617688569240272
12,0.0018558033043518662,0.002375833224505186
13,0.0016780964797362685,0.0011095034424215555
14,0.0015972978435456753,0.000916015706025064
15,0.0015171756967902184,0.0008321758941747248
16,0.0014703008346259594,0.0017790504498407245
17,0.001563865109346807,0.0015417734393849969
18,0.001703764428384602,0.0014850245788693428
19,0.0015283499378710985,0.0009282181854359806
20,0.0013965449761599302,0.0008111883071251214
21,0.0012774383649230003,0.0007950551807880402
22,0.0014043338596820831,0.0018794701900333166
23,0.0013322978047654033,0.0007570268353447318
24,0.0012838710099458694,0.0006113331764936447
25,0.001249779830686748,0.0009024624596349895
26,0.0012274740729480982,0.0018029626226052642
27,0.0011788904666900635,0.000712768523953855
28,0.0011702215997502208,0.0006348079186864197
29,0.0011608880013227463,0.0006198155460879207
30,0.0010973401367664337,0.0010100849904119968
31,0.001199864549562335,0.00105173303745687
32,0.0011739993933588266,0.0011484904680401087
33,0.0012003871379420161,0.0006119298632256687
34,0.0010507421102374792,0.0007092761225067079
35,0.0011274795979261398,0.0009165618102997541
36,0.0010586997959762812,0.0009548036614432931
37,0.0011170405196025968,0.0006253158790059388
38,0.0012195204617455602,0.0020868179854005575
39,0.0010672901989892125,0.005388202611356974
40,0.0011850018054246902,0.0015226241666823626
41,0.0010298144770786166,0.0016729759518057108
42,0.0010648226598277688,0.0005378382047638297
43,0.0009561476181261241,0.0014834176981821656
44,0.0009470178047195077,0.0008556899265386164
45,0.0008989019552245736,0.00114749267231673
46,0.0009240509825758636,0.0005244049825705588
47,0.0009405466844327748,0.0005811360897496343
48,0.001033629640005529,0.004465162754058838
49,0.0009904411854222417,0.0007155974744819105
50,0.0009520183084532619,0.00049624900566414
51,0.0009589650435373187,0.0005906127043999732
52,0.0009038842981681228,0.0014542409917339683
53,0.0010024328948929906,0.0005779828643426299
54,0.0009480415610596538,0.0007353233522735536
55,0.0008558764820918441,0.0005276552401483059
56,0.0008980464772321284,0.000932850583922118
57,0.0008663682965561748,0.0009797528618946671
58,0.0009954910492524505,0.0016039935871958733
59,0.0009940812597051263,0.0006519774324260652
60,0.0008163054590113461,0.0008211282547563314
61,0.0008023316622711718,0.0016595266060903668
62,0.0009052365203388035,0.0007058383780531585
63,0.000903078995179385,0.000501756789162755
64,0.0007933504530228674,0.0018345860298722982
65,0.0008584978058934212,0.0016595625784248114
66,0.0008061708067543805,0.0009562434279359877
67,0.0008757192990742624,0.0015711869345977902
68,0.0007218234241008759,0.0004861576890107244
69,0.0007811153191141784,0.0010707828914746642
70,0.0007243880536407232,0.0004659293917939067
71,0.0007497944170609117,0.0005626779748126864
72,0.0007489959825761616,0.0008146936888806522
73,0.0007269554771482944,0.000657424156088382
74,0.0007489166455343366,0.00045927148312330246
75,0.0007450025295838714,0.0005243399646133184
76,0.0007339755538851023,0.0010324695613235235
77,0.0007489978452213109,0.0010891204001381993
78,0.0007722809095866978,0.0007616428774781525
